Text,Target
तपाईं भनाइ सोच होस बधाई रबि सर हामी सत्य पक्ष छौ ।,0
देश लाइ खोक्रो बनाइ सके दलाल हरु ।,1
निखिल दाइ बिचार सहि ।,0
रबिदाई भयो साले नेपाल चोर नेत k p ओलि सिधाईदिने नया सम्बिब्धान लिउने नेपाल नेता हरु चोर ।,2
ऋषि धमलादाई सहि कूरा ।,0
अत्यान्तै राम्राे बिचार राख्नु भयाे निखिल दादा ।,0
निखल दाइ अाहा कति शब्द ।,0
ऋषि दाइ पैला हजुर प्रत्रकार हुनुन्थियो सत्या पैला प्रत्रकारिता प्रती तपाइलाइ सलुट तपाईं जेल परेर निस्किए पाटि झोला बोके भन्नी आम जनता प्रस्न पैला अहिले फरक जनता जान्नु चाहान्छ ?,0
निखिल दाई बोलि नेपाली माटो सुन सुगन्ध बासना अायो यसरिनै नेपाली झन्डा बोकौ पाटि झन्डा छोडौ उहा बोले सलुट निखिल ज्यु रबि दाई जसरि रिहा गरियोस जय पशुपति नाथ ।,0
निखिल नेपाली नः 1 दिराे बिचार माहान ।,0
रवि लामेछाने फ्यान यता हाजिर हुम ।,0
बल्ल आज ऋषि सर भयो जय रबि भाई ।,0
निखिल दाइ एक्दमै पोजेटिभ भयो सलुट दाइ ।,0
हाहाहाहाहा हँसायो कुन पुत्रिकार दोसि न्यायपाउनु डाम्ना ।,1
दीपक गिरी logic 100% ।,0
ऋषि जि 100% सहमती खुशी लग्यो ।,0
प्रस्न सोद्ने गोरु ।,1
रवि जि नेपाली दुखी गरिब जनता हरु आईडल जय रवि ।,0
कति खेर आज रबि सर रिहा उहा मुहार हेर्न आतुर भा ।,0
रबि दाइ भयो हामि जनता मिलेर सरकार ढाल्नेछौ ।,1
६ : १७ कडा ऋषि ब्रो ठिक तरिका ।,0
ऋषि धमला निक्लिने भयपछी सपोट गरे ।,0
"बिचार , साच्चैनै उच्च बिचार !",0
"आश्था सम्मान निखिल जी ( मै आज 1 फिल्म हेरे , 1 वटा ईटर्भ्यू हेरे , पहिललो , भनिन्छ नी बल छक्का मार्नु भयो , सम्मान बिचार ) ।",0
हिजो बिरोद गरे मुला ।,2
निखिल सर तपाईं आदर सहित सलाम तपाईं चलचित्र मात्रै होइन रहेछ साच्चै वास्तविक जनता हिरो हुनु हुदो रहेछ जय होस तपाईं ।,0
राज्य सपूत एउटा सच्चा पत्रकार ऋषि धमला आबाज धन्यवाद ।,0
काम प्रचण्डे झोले ।,2
ईन्डिया दलाल धमला कार्बाही गर ।,1
सत्ते लुक्दैन झुक्दैन भनाइ यहि हिजो धमाला रबि सर खिलाफ बयान प्रष्ट आज सत्ते बिजय भोलि रबि जनसागर मलाइ छोड्दैन बुझे कै चतुरो धमला !,1
रवि लामिछाने सरकार नस्सक्ने काम गरे ।,0
याे भ्रष्टाचारी सरकार हाे ।,1
नेकपा मासियाे एस् कस् भाेट दिन्छ ।,1
प्रचण्ड माअाेबादी सक्याे प्रचण्ड गर्दा एमाले सकिन्छ ।,0
हैना हाम्रो नायक राजेश हमल कता हराउनु भ हि बोलिदिनु हाम्रो रबि दाइ ।,1
भन्दै तेर्साउने ऋषि धमला कार्यक्रम अतिथि जाने हरु सोच्नु पर्ने बेला धमला बात संचालित ।,1
"फिल्म पर्दा दुवै क्षेत्र बाट रवि दाजु दिनुहुने रमेश उप्रेती , निखिल उप्रेती , दिपक राज गीरी , स्वेता खड्का हृदय देखिनै धन्यवाद फिल्म क्षेत्र महा नायक , मेघा सुपरस्टार भनिने सम्पुर्ण गोबरल्याठ कलाकार हरु केरा खाएर बस भन्न ☹️ ।",0
प्रस्न सोध्ने चाइ भेडे रैछ ।,1
"गान्धी , मण्डेला खोज्न जानु पर्दैन नेपाल जन्मिसके रबि लामिछाने नेपाल गान्धी , मण्डेला ... ... .. सप्पै . ।",0
रबि फसाउने काम पमि रबि ।,0
कलन्कि मालपोत हाकिम शालिकराम भन्द पछाडि आत्महत्या गर्दा अख्तियार प्रमुख नाम सुसाइट नोट हुदा उस्लाइ नसमाते ?,1
उस्लाइलाइ जेल् हाली छानबिन गरीयन ।,1
सति सरापे देश भलो हुन्न ।,1
निखिल जि अति सङ्ग यथास्थिति बर्णन भयो !,0
हजुर हरु सबैलाइ मन salut ।,0
दिपाक दाइ भयो ।,0
रबि लामिछाने दाइ समर्थन जति यता हाजिर गरौ साथी हरू ✍️✍️ ‍♀️✋✋ ।,0
रविसर रिहाइ गरियोस ।,0
आज सारै मिठो भो ऋषि धमला जी समर्थन धन्यबाद अव नेता छैन् देश बनाउने हामी जनता हामी भई अव देश बनाऊ काम समर्थन गर्नै जय देश नेपाल ... ... . !,0
याे रिशि मर्दा मलामि जाने १० जना मान्छे हुदैनन ।,1
जनता मेघा अान्दोलन रवि लामिछाने दाई पापि हरू खोर बाट निकालौ यहि ।,1
दिपक दाई फिलिम राजा हैन साचि कै राजा बोलिछ ।,0
हिज समम बिराेध गरने रिसि सर अाज ठुला ठुला कलाकार सपाेट दिय जसतै गरेकाे पिटिक कै सुहायन रिसि सर हजुर ।,1
"ऋषी धमला छ्पारो कहिले कहाँनेर रङ्ग बदल्छ थाहा हुदैँन , निखिल दाई प्रस्तुती लाग्यो आज ✊ we support ravi daii ।",1
निखिल उप्रेती ज्यु बोल्नुभए बुझ्नु जरुरी एकदमै गम्भीर गर्नुभयो !,0
निखिल उप्रेती फ्यान यता ।,0
रबि सर समर्थन रहनुभए हरु यता हाजिर हुनुहोला ✊✊✊ पुडासैनी श्रीमती दबाब मुद्धा हाले आज मुद्धा फिर्ता लिने हरु मिडिया है ।,0
रबि सर लगायत जना स-सम्मान भोलि रिहाई हुनुहुनेछ ।,0
बरीस्ट हरुलाइ धन्ने वाद रबी दीय आज अज खुसी रीसी जी आयर बोल्नु भयो पछी आयर अज बल्ल अली कति भय आस लाग्यो रबी सर चुट्नु ।,0
राजेश हमाल दाइ कता जानू भएछ ?,1
निखिल उपरेदि बोल्नुभए सारै मन पर्यो ।,0
दीपक जी भयो रवि निर्दोस छन ।,0
ऋषि सपोट गर्यो good ।,0
सुधार्नु भएछ आज ऋषि धमाला बानी ।,0
राज्य सपूत एउ टा सच्चा पत्रकार ऋषि धमला आबाज धन्यवाद ।,0
कुन घाँस प्रश्न सोध्ने दोषि न्याए पाउनु रे !,1
रबि सर समर्थन जय रबि सर रबि सर रिहा हुनुपर्छ ।,0
आसा मलाइ भोलि खुसि दिन हुनेछ भोलि रबि सर रिहा हुनुहुन्छ हुनु ।,0
सरकार रबि हिरा बेलै चिन्नु होला ।,0
रबि लामिछाने अबिलम्भ ससम्मान रिहाई होस् ।,0
उनि निर्दोष १००% ढुक्क ।,0
दिपक गिरि सर साचै मन छोयो ।,0
सहि बोल्नुभो सर ले. ... . ?,0
"जय रवि , ऋषि धमला रवि सर खुलेर सपोट गरे धन्यवाद ।",0
य रिसि धमला जति सपोर्ट पर्थेव तेति गरेनौ ?,1
बारम्बार भाइरस प्रचण्ड दलाल दिल निशानी मगरलाइ बोलाइ अन्तरबार्ता गरेउ ?,1
आफै प्रचण्ड दलाल हौ ।,1
good रिसि धमला सर हामी सत्य पक्षा हिढ्नु जरूर ।,0
ऋषि आज क्षति रबि सपोट ल्याएछ ।,0
@ होस खुसीलाग्यो ।,0
धमला खुट्टा खेर्लेङ्खेर्लेङ गराए होला ।,1
हावा पत्रकार ऋषि धमला 🤣🤣🤣 ।,1
"लुटि ल्याए छन , भुटी खाए छ्न चोर हरु ।",2
rishi dhamala ley aaja chai sahi kura garyo yrrr १९५० ko barema ।,0
धम्ला ठुलो पाटि जुठो खायर बोल्छ ।,1
"काले कस बनायो हौ पत्रकार , एउटा प्रश्न सोध्ने कला ।",1
२ / ४ वटा गफ दिएर चिया खाने बानी बसीसक्यो डा. के. सी पनी चिया गफ मात्रै धमला कुरै नगरौ ।,1
"हावा बाेल्छ याे त्रृषि फटाहा , , काम ।",1
पि एच डी डाक्टर एस एल सी फेल अर्का घर भात पकाऊने नोकर कागता पत्रुकार इण्डियन दलाल नेता चमचा बहस गरे सुहाऊँदैन ।,1
क्यानडा नेपाल प्रोस्तोता खुब मै हु खाल् ।,1
सुरेन्द्र सर नमन देश बोल्नु जनता सचेत बनाउनु ।,0
डा : बिध्वान सङ्ग प्रचण्डे झोले राख्या हँ ।,2
झोले डा. सुरेन्द्र केसी सॅग राखेर गर्या ।,2
सुरेन्द्र सर 100% सहि ।,0
रिसि कुकुर कुय नेता हरु टालो ।,2
धमला प्रचण्ड झुटो खाने देश द्रोही ।,1
"श्रषि झोले , बोल्ने , ।",2
धमला लाटा केसि व्यंग बुझेपो ।,1
किरा छेउ बस्न सुहाएन केसि सर ।,1
जस् ऋषि धमाला पत्राकारिता legend बहस क्षमता तार्किक क्षमता भये बहस कोइ ठाउं ठाँउ लगाउने क्षमता ऋषि धमला ।,0
धमला पित पत्रकार नेपाल छईन पावर पुग्छ त्यस पुच्छर बनेर हीड्छ जागीर जोगाउछ ।,1
"धमला जान्ने देश , , , , होला ।",1
सुरेन्द्र केसी ठिक धमला फुर्याई केसि ।,0
"धमला छि , लाच कति नभकाे मान्छे हाे ।",1
ए पत्रुकार हेर्ने भीड धमला माथी हमला प्रमाण चाहियो झुक्याउने पित पत्रकारिता पत्रुकार महोदय ।,1
यस्ता पत्रकार हटाउनु सि गफडि पत्रकार भारत पुच्छर घुसघुसे ऋषि ।,1
होईन आखिर जना ऋषि धमला गालि गर्छन् सक्छौ धमला काम तिमारू देखाओत घाँस कोठा बसेर comment ?,1
"रास्ट्रपति बनाउनुस अनि हेर्नुस् , यस्ता लिखे रास्ट्रपति भएर ।",1
लाग्यो डा. के. सि स्टटेमेण्ट वा वा ।,0
सुरेन्द्र मान्छे चमचे अगाडि दलाल हासो मन परेन ।,1
सलुट dr सुरेन्द्र केसी सर ।,0
ऋषि धमला इन्डियन दलाली भारत सङ्ग रोटिवेटी सम्बन्ध इन्डिया भक्त मात्रै फाइदा ।,1
रिशि जि बलियो ओत लिनु भयछ् ।,0
दुवै जना राजा भरौटे झोले ।,2
झोले हरु काम बिथा विभिन्न गर्छन यार बिथा पारो तातिने ।,2
इटहरी मेयर ।,0
भारत भाते लाग्यो धमालो ।,1
साथी रिशी interview नहेरौ अहिले प्रधानमन्त्री झोले ।,2
अनि डाक्टर सुरेन्द्र केसि बोल्ने मात्रै मैदान निस्केर काम डराउछ ।,1
साला धमला मात्रा बयान मै गरे गरे भारतिय दलाल् ।,2
"लिखें पत्रकार ॠषि धमला चै , , , , ।",1
भारत दलाल जना ।,1
डा केसी काम खाली आलोचना मात्रा सिन्का भाच्दैन ।,1
"गम्भीर काेहि देश जनताकाे , सव खाेक्रे सर्वगुण सम्पन्न भएकाे नाटक गरिरहे छन , यिनि हरू रमाईलाे पाे भईरहेकाे ।",1
कडा मेयर हुनु ।,0
पित पत्रकार प्रतिस्ठा प्रती आँच आउने झुटो न्युज बनायो सोध्दैनौ ?,1
तिमि हरु पत्रुकार हौ ।,1
ठिक मेयर साहब पत्रकार महोदय कहा देख्नु भयो गरीब जनता सुनवाइ ।,0
मेयर साहब भरटचरीलाइ कालोमोसो दलन सरु गरनुस i m with you . well done ।,0
मान्छे मन्त्री बन्नुपर्छ ।,0
मेयर is great i ' m with you supper n open cheleng ।,0
द्वारी लाल उत्कृष्ठ जनप्रतिनीधी उन बोले गरे गरे ।,0
100% सहि हुनुन्छ हाम्रो मेयर जिउ ।,0
सलाम द्वारिकालाल चौधरी मेयर ज्यु हजुर ठाउ मेयर खाचो शतप्रतिशत सहि हुनु मेयर ज्यु ।,0
मेएर साब सलुट हजारौ मेएर खाचो पत्रकार सब पईसा बिक्ने खाले ।,0
भ्रष्टाचारीकाे साताे उडाइदिनुस मेयर ज्यू सम्पूर्ण जनताकाे अवश्य रहन्छ ।,0
भुमिपुत्र छोरा होनि चौधरी साहेब ।,0
थोडी झुसे लुटेरा भ्रष्टाचारी नस्लबादी झुसे हरु होर ?,1
द्वरिका लाल चौधरी फ्यान लजा पर्ला पर्ला ।,0
मेयर मान्छे साहसी रैछन मान्छे ।,0
बुडा भिडियो हेरिसके साच्चि कै प्रधानमन्त्री बन्नु पर्ने रहेछ ।,0
कान्तिपुर न्युज भारती दलाल त्यस प्रसारण गरे समाचार औचित्य लाग्दैन ।,1
मेयर दिल safa छ.. ... .,0
100 % मेयर सहि छ.. .. sabai le थारू xora vanera पद बाट निकाला garnalai anekau raaj लीला gariracha .. tara मेयर जी hateko 6aina ... great job मेयर जी. ... . ।,0
अाफु सेर ठानेर प्रस्तुत हुन्छन खालि जुधाउने काम ।,1
जोकोहि होस भष्ट छोड्नु हुदैन मेयर निर्णय सहि ।,0
बिचलित हरु आत्मा चोट परे रहेछ ईटहरी मियर कानुन प्रती तिनि हरु कार्बही बधाई मियर सर ।,0
आफुलाइ गल्ती गरे महसुस मफि मग्नु you are great ।,0
मेयर साब सहि छन ।,0
"कडा रहिछन बुढा , , , सहि लाग्याे ।",0
याे interview लिने पत्रुकार पृत पत्रुकार घाेषणा गर ।,1
बिचार मेयर साब ।,0
गौतम बुद्द जन्मिदैनन वाला लाइन मन छोयो ।,0
सत्य बोल्नु भयो keep it up ।,0
मेहर सर मन्त्री होस् भन्न चाहने हरू यता हाजिर हौ ?,0
"देश चाहे मेयर हुनुपर्छ देश नगर , गाउँ यस्तै मेयर आवश्यकता ।",0
मेयर जि जिन्दवाद मेयर नया interview update पाउन nepali online channel subscribe गर्नुस ।,0
सहि भर्स्ट्चार बिरुद्द यस्तै मान्छे चाहिन्छ ।,0
द्वारिकालाल चौधरी मेयर साब ढकमगाउनु हुदैन हामी छौ तपाईं अलिकति हतोत्साहित हुनु हुदैन हाम्रो सुझाब ।,0
सिधा जनता सग हेर्दा अलिकति गलत नियत लागे थियोे याे कार्यक्रम हेरेर भयाे हजुर विचार वक्ता हुनुहुदाे रैछ ️ ️ ️ ️ ️ ️ ।,1
आँट भा जनप्रतिनिधि सलाम तपाईं पक्ष 3 करोड जनता ।,0
मेयर ज्यु छेत्र आवश्यक ।,0
सलाम हजुर ।,0
।,0
रबी सर पत्रकार 100% मेयर पनी नराम्रो लाग्दैन ।,0
सोच आज देश निक्कै माथी हुन्थ्यो ( किसान छोरा कोदालो खनेर खान्छु ) सोच ।,0
मेयर ज्यु तपाईं सोचाइ ह्जुर देश प्रधान मन्त्री हुनु पर्थो ।,0
"सहि कुराे , तलब कम भयाे जागिर छाेड्नुस ब्यापार गर्नुस ।",0
मेयर हुनुपर्ने ✊✊✊✊ ।,0
#मेयरको काम बोल्ने तरिका अलिक ठाडो रबि लामिछाने दोस देखाउनु मुर्खता हाल अहिले पत्रकारिता इतिहास नेपाल रबि जि जति योगदान गरे #जय देस जय नेपाल ।,0
innocent & straightforward धर्ति पुत्र मेयर साप् लाल सलाम् ... ... ✊ ✊ ।,0
मेयर द्वारिकालाल चौधरी ढिला कडा salute मेयर साहव !,0
"दलाल , भुमाफिया भस्त्रचारी , पीत पत्रकारीता गर्नेलाइ छाद्नु हुदैन !",1
पित पत्रकारिता सफाई स्वंयम राम्रा पत्रकार हरू ।,1
मेयर साव देश आवश्यक पर्ने व्यत्ति हुनुहुन्छ ।,0
देश ७७ वटा जिल्ला यस्तै मेयर गाउँ देश बिकाश लाग्ने यस्तै शाहास काम जानू मेयर जनता पक्ष छौ !,0
द्वारिकालाल जनप्रतिनिधी हरु एउ टा हैन देश हजारौ जन्मिनु अनि देश सम्बृदी बाटो अघि बढ्न मेयर साप सलाम !,0
रबि सर फ्यान अहिले मेयर चौधरी नेता हाम्रो देश हुनु ️ ।,0
लेख्नु जरुरी mr. mayor you are the great keep going ।,0
रबिलामिछाने देस जनता पीडित हरु काम रिपोर्ट नगाइ नबुजी बहिर out गर्दा अहिले जनता बिस्वास बाट घाटदै ग ।,0
पत्रकार महोदय सम्पुण नेपालि द्ववारिकालाल चौधरि साब सहि हुनुहुन्छ हुनुहुन्छ 100% ।,0
साला नालायक repoter . तँलाइ . भेट्यो तेरै माइक थुतेर तेरो मुख फुट्ने बजाउछु साले .. बोल्ने शैलि थोप्पो नरहेछ गधा ।,2
रबि हैन उस बाउ फरक पर्दैन काम मेयर साब हाम्रो समर्थन ।,0
"जस्ल्रे मेयर भनाई सहि ,.. !",0
"मेयर ज्यु , तपाईं महान मेयर हाम्रो नेपाल खाँचो ।",0
पत्रकार ठिक लागेन ठिक भयो मेयर जि यस्तै देश ।,1
पत्रकार हु भन्दै अति भै सक्यो नेपाल 96% पत्रकार बिकाउ छन \ \ ।,1
भ्रष्टाचार अन्त्य मेयरजी हरु यता हाजिर गरमत ️ ️ ।,0
मेयर खोजे काम चाइ एकदमै ।,0
आलु youtuber रहेछ ताइ थुई question हरु गरिरहन्छ ।,1
नेपाल मेयर व्यक्ती धेरैनै खाचो रहे ।,0
"हामि , मेयर ज्यु ।",0
मेयर सयेब काठमाडौं खाचो छ. काठमाडौं सम्हाल्नु आउनु पार्‍यो ।,0
निडर हुनुस् सलाम तपाईं सोच भय नेता पाउदैन ।,0
देश भक्त मेर येस्ता मेर हर ठाउ भय देश बन्छ ।,0
काम बड्नुहोस हाम्रो सँधै ।,0
बोल्यो सहि बोल्यो ।,0
बाहुनबाद आदिबासिलाइ दबाउन खोजिरा ।,1
खश्रो बोली शुद्ध मन मेयार जि सहि 100% ।,0
जस भनुन मेयर सहि ।,0
राबिलामिछाने नियात मान्छु ।,0
कतिपय केस गहिराई नगएर सतही टिप्पणी गर्न्नेबानि बानि खुद रबिलाइनै घाटा ।,1
"मेयर ज्यु , जनप्रतिनिधि खाँचो देस ।",0
दरिकालालजिलाइ हृदय धन्यवाद !,0
हामी नेपाली छौ ।,0
"भष्टचारि कर्मचारी पित , झाेले पत्रकारकाे नाक हैन ढाडकाे हट्डि भाच्न ।",4
i am with chaudhari✊✊✊ ।,0
युटुबर हरु एउ टा लब्द प्रतिष्ठित मेयर अाफ्नो भियरस बडाउन कआलागि शिकार खेलिरहे ।,1
पत्रकार भन्दिन पत्रकार नेपाली जनता भ्रम क छर्ने काम गरे ।,1
नजर मयर साब सहि हुनु ।,0
मेयर साब 100 & सहि यस्तै नेता हरू जरुरत नेपाल सलाम द्ववारिका सर नाक हैन ढाडनै भाचनु घुसखोरि जग्गा माफिया भरौटे पत्रुकारनै इ कुकुरहारु छोडनु हुदैन ।,2
गरे मेयर साब ठिक | प्राय संविधान कानुन गर्छ्न नेपाल कहाँ नेर कानुन लागु हँ ?,0
"रबि दाइ हाइ हाइ प्रचण्ड , केपि , सेरे बाइ बाइ आउनु रबि दाइ राज्निति आउनु नेपाली जनता माग ।",0
rabi sir हजुर पत्रकार हैन ।,1
हाम्रो रबि दाईलाईत झन ठुलाे सम्मान भयाे !,0
सीधा जनता सँग कार्यक्रम हेरी हाल्ने ईच्छा ।,0
महिला पन्छे बाजा सहित रबि दाइ स्यागत good ।,0
रबि सर प्रधानमन्त्री बनाउने सहमत हुनु यता हाजिर हुम ।,0
रबि जिन्दबात भोलि दिन फेरि दायाँ बायाँ नराम्रो जात भात फरक नआवस है रबि सर आज जति तपाइ सपोट गरे फेरि नराम्रो भो हामी येस्तै ब्रो ज्ये रबि सर ।,0
काम रबि ब्रो नेपाली मन छुने काम यही शुभकामना रबि ब्रो नेपाल राजा ।,0
गेट बाट छिर्न दिएन हामि डन्ठे हरु ।,1
हामी जनता प्रधानमन्त्री रबि लामिछाने ।,0
नेता हरु आफ्ना वरिपरि जता गयो उतै यस्तै भिडभाड लोभि हुँन्छन् ।,1
"रवि मिले चौर्फि माया , सद्भाव , समर्थन स्वागत बाट कति डाह जलन होला अनुमान गाह्रो ।",0
रबि दाई ईन्ट्र्व्यु कहिले हेर्ने चाहना आज हेर्न पाईयो खुशि ।,0
रबि दाई बोली कति मिठो सालिन नम्र ।,0
गर्ब रबि दाइ प्रती ।,0
बिरोधी हरु कति चित्त दुखे होला नेपाल रियल हिरो रबि दाइ ✊✊ ।,0
"100% सत्ये , देस प्रधानमन्त्री रबि लामिछाने गुनु , ई बुढा यमराज अंश देस , ।",1
देस जन्ता सोच्ने महान सपूत रबि सर स्वागत पाउँदा आज मन अत्ति आन्न्द भैराखे ।,0
100% 95 रबी दाई जनता हून् अरू चही दूसमन हून् ।,0
बधाई रवि सर झन अड़ीग अनी ज़िम्मेवार भएर कार्यक्रम आगड़ी बड़ाऊनु होला ।,0
अहिले नेपाल अा रबि दाजु सच्चा ईमान्दार निडर छोरा ।,0
रवि दाई हाई हाई‌ भष्ट्रचारी बाई बाई ।,0
पर्मात् असिम किर्पा मेहेर पल पल बर्सी रहोस ।,0
असली हिरो कै रबि हुन्न जति हाजिर गरुत हजुर ।,0
बधाई दाइ खुशी लागियो आयोजक टिम युबा छान्नु ।,0
कहिल्यै नमात्तिने कहिल्यै नअात्तिने नेपालकाे सञ्चारजगतकाे हिराे रबि लामिछाने हाे ।,0
जय नेपाल ... ... ।,0
रबि दाजु नेपाल प्रधानमन्त्री हुनुभयो नेपाल अा मुहार कत्ति हँसिलो हुनेथियो होला ।,0
अबचै नेपाल प्रधानमंत्री सातोजानेभो हैं रबी जि भबिसै चै गरेरै देखाउनु परने हुनछ है रबि जि ।,1
"नेपाल ईतिहास एउ टा कर्मठ संचार कर्मि जनसागर उर्लिए , राजा कमाउन नसके ।",0
रबि दाइ लाइ देखदा गर्व छाती फुल्छ ।,0
रबि भब्य स्वागत & धन्यवाद कार्यक्रम आज जन सपोर्ट कहिल्यै ।,0
जय रबि जय देश ।,0
याे डिस लाईक हरु हात किरा परेर झरि जा वस ️ ️ ️ ️ ️ ️ ️ ।,1
चोर हरु कति मन रो होला है ।,2
१०० ९५% रबि पक्ष सच्चा देश भक्त ।,0
फेरि अजा बुद्ध जन्म खुशी लगिरहे जय रबि दाई ।,0
"बिना रक्सी , मासु , पेट्रोल पैशा समर्थन जुलुस देख्दा खुसि लाग्यो ।",0
देशप्रेमी जनता हरु रैछन देश ।,0
हाम्रो देश खोजे रबि सर जिन्दावाद ।,0
रबि सर हासो ।,0
जय जय रबी सर प्रधानमन्त्री रबी लामिछाने हुनुपछ ।,0
आगामी दिन हजूर कार्यक्रम सफलता शू शूभ कामना यहि तर्फ बाट ।,0
आज स्वगत प्रधानमन्त्रि सेर छोरो गब्बर सिह ... ।,0
वा वा होनित समर्थन बधाई !,0
होन्त स्वागत नेपाली सन ।,0
राजतन्त्रवादि हरु देखिए होसियास है रबि सर ।,0
हजुर भन्नु भय ठिकै दाइ अहिले काम्म गर्नुस अरू बताउने ।,0
जय जय रबि दाजु हामि 3 करोड जन्ता मागहो रबि दाजुलेनै देश चलाऊनै पछ जस्ता दिदि बैनि दाजु भाई हरु बिदेसि भुमि पिडा बसनु नपरोस् रबि दाजुलेनै हाम्रो देश चलाए हेनुपाऊ छिटै ।,0
ऊ प्रधानमन्त्री हुँदा स्वागत कहिल्यै पाएन ।,1
आज रबी स्वागत सातो गयो होला ।,1
"भरष्ट हरूलै जरै बाट मास्नू सके रबी जि देश बिकास् हून्छ , भरष्ट चारी , झूट्टा मूद्द लाउने , sp मल्ल पूष्पे रेनू बादल , कीरीस्न सेरेष्ट मूर्दा बाद रबि जन्दा बाद ।",0
खुशी रौनकता छायो हजुर ।,0
रबि बिरोधि विद्यार्थी नेता अनि पार्टी कार्यकर्ता उनि हरु भ्रष्टाचारि हरु बाट पालिय छ्न ।,1
बिचरा भिडियो खेम भण्डारी हेरे होलाकि ।,1
रबि सर जेल जानुनै अझ इख भयो मान्छे इख मन आगो भएर जन्मिने देखाउन जरुरि देस जनता नेपाली रहने ।,0
रबि सपोटर हरु सरकार भ्रस्टचारी माफिया झोले हरु मुटु थरररर कामिरा होला ।,2
हाम्रा बाऊ आमा मेहनत फल मिठोहुन्छ भन्नुहुन्थ्यो यहिहोला ।,0
"हाम्रो देश हाम्रो रबि दाइ जिन्दावाद , खुशि लाग्यो ।",0
चारै बाट घेरेर लुछ्नै खोज्छन यार🤣🤣🤣🤣 ️ ️ ️ ️ ️ ।,1
जिन्दगि मोबाइल चलाये पागल हरुलाइ चै रबि जि आखै छोपेर सेल्फी लिन पर्या खाते हरुलाइ ।,2
बिचरा युबराज कति माया लाग्दो युबराज रबि सहकर्मी उस्लाइ वास्ता नगरे होला मलाइ युबराज पो माया लाग्यो ।,0
हाइ दादा रबि नमस्कार हजुर हाम्रो हामी करोड जन्ता भगवान जै जै रबि सर ।,0
पशु अन्ध भक्त हरु नाटक ।,1
प्रचनडे गरे देखेकाे हामी काम याे हाेकि उसकाे अाफनता जागिर खुवाउने मात्रै याे दिन गय ।,1
खुसि रबि आमा बुवा भय भय आमा बुवा कति खुसी हुनु हुन्थ्यो होला ।,0
हामी ढुक्क छौ दाजु आउने चुनाव दाइ नेपाल पोहिलो युवा प्रधानमन्त्री बन्नु मा❤️❤️❤️ ।,0
रबि दादा देश प्रधानमन्त्री हुनै ।,0
जय रवि दाइ देश बिकास नेपाली जनता दिनुस है ।,0
तपाइँकाे महानता अझैं उचाइ पुग्न सकोस् शुभ कामना भाइ ।,0
"रबि जी , जीवन थप उर्जा प्राप्ती होस् शुभ कामना ।",0
"रबि सर माथी भरोसा बिस्वास गरे छन , मंत्री भय पछी देश जन्ता लागी ।",0
सय सत्तरि प्रसेन्ट जन्ता रबि ढुकढुकि ।,0
रबि दादा छिट्टै प्रधानमन्त्री भा हेर्ने चाहाने हुनु यता हाजिरी जय देश जय रवि दादा ।,0
पाउनाकाे स्वागत हाे बिक सित मुलुकका्े सि सग भ्रष्ट मुलुककाे बि उभियका्े सुअायन ।,0
कति करोड लिएर आयेछ चिना बुढाे ?,1
जतिसुकै ठूल्ठूला नेता भनाउँदा हरु अाएर सम्झौता गरेपनि गरिब खाल्डा खाल्डोमै ।,1
होइन महिना बिदेशी भित्रा सड्क भो नाङ्गा हरु मरि रहे ।,1
पल हाम्रो महत्त्व पुर्ण ।,0
सि जि पिङ स्वागत भव्य गरेछ है दाम्ना हरु ।,1
भारतीय नाकबन्द गर्दा चाइना सहयोग गरे होकि हैन साथि हरु ।,0
भतुवा नेता हरु लातो रिस उथेर है ।,1
#ज्य नेपाल् #ज्य शम्भु ।,0
बिदेशी पाहुना स्वागत हाम्रो धर्म ।,0
c jing ping omg देख्न पाउनु भाग्यमानी ठान्छु मदन भन्डारी कोइ देखिएन देश बिकास pm ।,0
साडी समाल्न धौ भाछ बिचरी ।,1
स्वागत चिनियाँ राष्टपति ।,0
भष्टचारि हरु चटक नेपाल ।,1
बातो नाचे जति नेकपा झोले हरु होला ।,2
स्वागत भब्य सब्य ।,0
नेपाल नेपालि आज खुसि दिन ।,0
बिदेशी अँखा छारो लगाएर रातभर खटेर सरसफाइ देखाउने कम्युनिस्ट रिप ।,1
नेता गाली गलोज मुर्खता !,0
नेता ठाउँ भएर काम सजिलो !,0
असिक्षित उनि हरु नेता मान हानी गर्छन् !,1
सु स्वागत छिमेकी दाजै दछिण छिमेकी हरु चाहिँ नाक फुलिरा होलान् ।,0
नेपाली जहि ।,0
सडक पातकि हरु नचाय हाेलान ।,0
पाहुना स्वागत भब्य रुप गरौ जय नेपाल ।,0
सि जिन पिङ बाट सिक दलाल झोले हाम्रो देश नेता चीन प्रगति पथ लम्किए भनेर !,2
स्वागत उहालाइ नेपाल सङ सम्बन्ध जुनि जुनि अजर अम्बर होस ।,0
♥♥♥♥ येशू ख्रीष्ट परमेश्वर पुत्र हुनुहुन्छ तपाईं उहाँ विश्वास गर्नुभयो तपाईं अनन्त जीवन प्रतिज्ञा गर्नुहुन्छ ।,0
ल बबाल 🤔 ️ ।,0
जय देश जय नेपाल !,0
होस भारत मन्त्री स्वागत गरे खुशी लाग्यो !,0
होस ठुलै उपलब्धि ।,0
